https://godeadlytest.myshopify.com/
FCP, LCP, CLS, TTFB
620.8000000119209,1080.800000011921,0.01580528846153846,134.5999999642372
338.89999997615814,838.3999999761581,0.01580528846153846,134.79999995231628
957.8000000119209,2847.800000011921,0.01580528846153846,279.89999997615814
466.80000001192093,981.8000000119209,0.021031311938043175,142.39999997615814
484,759.0999999642372,0.01793247182270479,126
501.5,717.8000000119209,0.01580528846153846,166.89999997615814
449.80000001192093,1057.699999988079,0.016042960524700098,143.60000002384186
1025.300000011921,1754.5,0.01580528846153846,181.80000001192093
507.5,1410.4000000357628,0.01580528846153846,264.69999998807907
588,1116.5,0.021031311938043175,212.5
419.80000001192093,897.5,0.01580528846153846,112.89999997615814
579,1114.9000000357628,0.01580528846153846,128.30000001192093
436.19999998807907,1079.6000000238419,0.016042960524700098,133.5
515.8999999761581,1329.5,0.01580528846153846,164.69999998807907
852.0999999642372,1335.199999988079,0.01580528846153846,153.29999995231628
365.69999998807907,899.3000000119209,0.01580528846153846,131.39999997615814
508.60000002384186,1409.800000011921,0.01580528846153846,128.80000001192093
4090.600000023842,6543.100000023842,0.016074857714049214,132.5
484.19999998807907,813.7999999523163,0.01580528846153846,120.60000002384186
401.30000001192093,1535.8999999761581,0.01580528846153846,154.60000002384186
557.6000000238419,17524.19999998808,0.021031311938043175,127.69999998807907
308,934.8999999761581,0.01580528846153846,115
382.69999998807907,697.5,0.01580528846153846,144.39999997615814
377.10000002384186,693.9000000357628,0.01580528846153846,145.9000000357628
401.9000000357628,766.1000000238419,0.01580528846153846,141.70000004768372
585.8000000119209,1680.7000000476837,0.01580528846153846,140.69999998807907
664.9000000357628,714.8000000119209,0.01580528846153846,131.39999997615814
403.10000002384186,904.6000000238419,0.01580528846153846,117.10000002384186
442,2237.5,0.01580528846153846,210.20000004768372
456.4000000357628,900.8000000119209,0.01580528846153846,115
2016,2299.800000011921,0.015837185650887577,150.0999999642372
450,818.8000000119209,0.01580528846153846,159.89999997615814
4851.800000011921,5191.900000035763,0.017978116210395766,201.0999999642372
4128.099999964237,5617.5,0.021031311938043175,126.89999997615814
4216.400000035763,8147.600000023842,0.01580528846153846,1963.2999999523163
598.5,916,0.01580528846153846,135.69999998807907
317.10000002384186,685.6000000238419,0.01580528846153846,134.89999997615814
1561.699999988079,2035.4000000357628,0.021063209127392294,676.1000000238419
339.30000001192093,1025.199999988079,0.01580528846153846,123.10000002384186
405.80000001192093,851.9000000357628,0.01580528846153846,121.19999998807907
