https://www.polaris.com/en-us/
FCP, LCP, CLS, TTFB
693.5999999046326,2793.5999999046326,0.8102416737821679,430.3999996185303
624,2540.7000002861023,0.33897300930361784,407.1000003814697
790.1999998092651,2590.300000190735,0.7914668235801381,432.40000009536743
6353.099999904633,8086.400000095367,0.29958827275157685,6091.300000190735
670.7999997138977,2237.5,0.4028292827064469,416.40000009536743
682.6999998092651,2366,0.3158543233724741,408.30000019073486
1424.5999999046326,4241.299999713898,0.7743905497443746,1151
700.9000000953674,2401,0.3805541737821681,406.19999980926514
903.0999999046326,2953.0999999046326,0.8102416737821679,535.1999998092651
1448.4000000953674,2931.800000190735,0.3220648940746601,398.59999990463257
681.2000002861023,3447.9000000953674,0.7722447136218732,401.90000009536743
796.8000001907349,3380.199999809265,0.7744671804913404,524.9000000953674
736.2000002861023,5036.10000038147,0.9365695114384036,415.80000019073486
809.1999998092651,2575.7999997138977,0.36787767227443724,487.19999980926514
733.7999997138977,3550.5,0.3408808127657197,443.59999990463257
818.5999999046326,3851.8999996185303,0.8921977120845275,520.0999999046326
862.5999999046326,2496,0.7611970984554856,558.5999999046326
802.3000001907349,3269,0.8992438768804426,460.8999996185303
628.4000000953674,3128.4000000953674,0.3660867544569208,404.7999997138977
635.4000000953674,3185.300000190735,0.7178360758019622,399.30000019073486
967.8000001907349,3667.800000190735,0.36713520120248294,415.40000009536743
857.1000003814697,2490.4000000953674,0.7904185677048723,538.5999999046326
1534.0999999046326,3300.7000002861023,0.30224845825511326,1278.5
659.7000002861023,2559.800000190735,0.926144170699035,415.2000002861023
1206.6999998092651,3123.2999997138977,0.95325038105327,525.6999998092651
766.4000000953674,2733.0999999046326,0.29945531001119224,429.90000009536743
759.7000002861023,4293,0.9025692949735201,543
786.5,3536.5,0.8070923000087399,553
920.5999999046326,2487.300000190735,0.4095459237431634,410.19999980926514
969.7999997138977,2069.7999997138977,0.07533849847330851,409.5
791.3000001907349,3774.6000003814697,0.3405416739898321,498
1695.5,4845.599999904633,0.9194729307975995,1235.5999999046326
1072.1999998092651,3672.199999809265,0.3027506989947438,434.5
859.1999998092651,3542.5999999046326,0.38109818229675296,412.40000009536743
686.0999999046326,4152.799999713898,0.8188661182809863,417.69999980926514
959.8000001907349,2593.2000002861023,0.303799145740306,400.19999980926514
693,3293,0.33968810000222116,429.80000019073486
807.4000000953674,3540.699999809265,0.8333573281801664,429
691.9000000953674,3491.9000000953674,0.8991294159093552,396.7999997138977
1036.4000000953674,3653,0.900051136425402,470.1000003814697
