https://www.polaris.com/en-us/
FCP, LCP, CLS, TTFB
930.5,3130.5,0.7735171227336636,426.5
702.1000003814697,2552.1000003814697,0.3158543233724741,402.59999990463257
766.8000001907349,2700.0999999046326,0.8550884285898602,426.90000009536743
1166.1999998092651,3266.300000190735,0.7724827462822729,403
6115.300000190735,7998.60000038147,0.3179574533744677,5797.200000286102
698.5999999046326,3648.5999999046326,0.3375854237821681,432.59999990463257
824.0999999046326,3274.0999999046326,0.8552213913302449,462.09999990463257
688.4000000953674,5538.400000095367,0.919605893537984,422.80000019073486
782.5999999046326,2715.9000000953674,0.8561368753354224,499.3999996185303
737.3999996185303,3270.7999997138977,0.8171531875768355,424.19999980926514
698.5,2681.800000190735,0.7886435361128586,416.19999980926514
1443.7999997138977,3327.0999999046326,0.8335523918084138,1216.3999996185303
978.1999998092651,2461.5,0.1151349845547648,438.2000002861023
761.4000000953674,1928,0.5050259984733085,477.09999990463257
719.4000000953674,2502.7000002861023,0.7947211440746601,429.80000019073486
847.8000001907349,3831.0999999046326,0.815177990097407,560.9000000953674
797.7000002861023,2681.0999999046326,0.32029005335294286,454.09999990463257
722.4000000953674,2222.4000000953674,0.3027508898650401,430.2999997138977
672.9000000953674,3523,0.7904183768345759,410.90000009536743
718.9000000953674,2235.5,0.7587771673710388,402.3999996185303
677.1999998092651,2327.199999809265,0.8125972942623161,447.8999996185303
691.3000001907349,2091.300000190735,0.8574440490700084,405.30000019073486
727.6999998092651,2661,0.8978899321245724,428
926.9000000953674,3143.699999809265,0.3545490416825876,424.2000002861023
1406.3999996185303,4273.099999904633,0.8802686154766196,1166.1999998092651
734.6999998092651,3651.2999997138977,0.8826499907612095,416.2999997138977
753.2000002861023,2319.9000000953674,0.8167450799772725,510.59999990463257
809.6999998092651,3809.699999809265,0.36610473165794244,489.09999990463257
959.0999999046326,3109,0.7890753687819081,609.7000002861023
740.8999996185303,2840.8999996185303,0.8177064848476612,470.09999990463257
1000.1999998092651,3483.5,0.7904185677048723,453.7000002861023
984.7999997138977,2418.0999999046326,0.3854009495368371,445.59999990463257
666.8000001907349,3183.5,0.40105444198472967,401.09999990463257
750,2616.699999809265,0.3256204701959735,442.69999980926514
979.8999996185303,3230,0.8183638775413558,406.2999997138977
757.0999999046326,2640.5,0.7602734311346472,514.3999996185303
898.7999997138977,2898.7999997138977,0.7735171227336636,604.6999998092651
945.3000001907349,2895.300000190735,0.7726157090226574,422.19999980926514
953.8999996185303,3254,0.3013631134732941,423
651.5999999046326,2634.8999996185303,0.3791903788346511,397.6000003814697
